,Orig,OrigCode,Dest,DestCode,Total,WorksFromHome,Underground,Train,Bus,Taxi,CarDrive,CarPass,Motobike,Bicycle,Walk,Other,OrigCodeNew,DestCodeNew,Oi1_origpop,Oi2_origsal,Dj1_destpop,Dj2_destsal,TotalNoIntra,offset,Dist
776,Merton,00BA,Hounslow,00AT,848,0,116,185,22,0,466,8,15,30,3,3,E09000024,E09000018,96000,18500,101000,16500,848,0.0,13428.142532001519
777,Merton,00BA,Islington,00AU,1411,0,701,543,20,0,106,8,22,8,3,0,E09000024,E09000019,96000,18500,82000,18700,1411,0.0,16553.140314792534
778,Merton,00BA,Kensington and Chelsea,00AW,2223,0,1264,275,89,3,414,27,68,58,25,0,E09000024,E09000020,96000,18500,75000,25900,2223,0.0,10157.148298173597
779,Merton,00BA,Kingston upon Thames,00AX,3516,0,78,577,543,7,1880,126,50,106,142,7,E09000024,E09000021,96000,18500,77000,19500,3516,0.0,6704.314962105797
780,Merton,00BA,Lambeth,00AY,3383,0,700,779,371,3,1249,87,60,83,51,0,E09000024,E09000022,96000,18500,119000,18200,3383,0.0,7345.165616046484
781,Merton,00BA,Lewisham,00AZ,250,0,34,30,17,3,148,6,3,3,6,0,E09000024,E09000023,96000,18500,113000,18000,250,0.0,13023.17256152764
782,Merton,00BA,Merton,00BA,31257,8052,1685,1268,2757,253,9887,848,279,914,5138,176,E09000024,E09000024,96000,18500,96000,18500,0,1e-10,0.0
783,Merton,00BA,Newham,00BB,157,0,63,16,19,0,46,0,7,0,3,3,E09000024,E09000025,96000,18500,88000,15300,157,0.0,20864.434785493868
784,Merton,00BA,Redbridge,00BC,31,0,6,8,7,0,7,0,0,0,3,0,E09000024,E09000026,96000,18500,118000,17200,31,0.0,27233.120695516187
785,Merton,00BA,Richmond upon Thames,00BD,1334,0,62,375,78,0,697,29,14,47,32,0,E09000024,E09000027,96000,18500,94000,23400,1334,0.0,8797.783932674647
786,Merton,00BA,Southwark,00BE,2282,0,748,833,73,3,520,22,41,31,11,0,E09000024,E09000028,96000,18500,97000,16900,2282,0.0,11156.640236855594
787,Merton,00BA,Sutton,00BF,3743,0,116,134,832,11,2150,169,55,102,168,6,E09000024,E09000029,96000,18500,98000,17600,3743,0.0,5497.250136043181
788,Merton,00BA,Tower Hamlets,00BG,1704,0,852,584,13,0,199,11,25,10,7,3,E09000024,E09000030,96000,18500,76000,19100,1704,0.0,16313.443316566809
789,Merton,00BA,Waltham Forest,00BH,81,0,17,14,13,3,24,0,3,3,4,0,E09000024,E09000031,96000,18500,99000,16600,81,0.0,24156.646864055896
790,Merton,00BA,Wandsworth,00BJ,8410,0,978,675,1397,18,3908,249,170,384,618,13,E09000024,E09000032,96000,18500,143000,21700,8410,0.0,4737.454947346263
791,Merton,00BA,Westminster,00BK,10148,0,4835,3836,186,14,827,63,187,154,34,12,E09000024,E09000033,96000,18500,95000,21900,10148,0.0,11792.908786515543
792,Newham,00BB,City of London,00AA,5009,0,3217,1044,269,9,326,37,52,26,24,5,E09000025,E09000001,88000,15300,12000,38300,5009,0.0,9126.736567308219
793,Newham,00BB,Barking and Dagenham,00AB,2702,0,313,183,536,8,1413,152,18,35,34,10,E09000025,E09000002,88000,15300,56000,16200,2702,0.0,6900.515129427262
794,Newham,00BB,Barnet,00AC,401,0,163,39,28,0,151,6,5,0,9,0,E09000025,E09000003,88000,15300,159000,18700,401,0.0,19819.82840752303
795,Newham,00BB,Bexley,00AD,147,0,13,12,22,0,82,6,3,3,6,0,E09000025,E09000004,88000,15300,112000,18300,147,0.0,10339.378026261884
796,Newham,00BB,Brent,00AE,513,0,178,84,28,3,191,3,3,6,17,0,E09000025,E09000005,88000,15300,127000,16500,513,0.0,21471.888338476743
797,Newham,00BB,Bromley,00AF,207,0,32,24,26,0,103,13,3,0,6,0,E09000025,E09000006,88000,15300,164000,19100,207,0.0,17259.47889190177
798,Newham,00BB,Camden,00AG,3855,0,2487,580,158,6,472,36,49,45,16,6,E09000025,E09000007,88000,15300,101000,19800,3855,0.0,13698.18342710773
799,Newham,00BB,Croydon,00AH,190,0,55,65,11,3,53,0,3,0,0,0,E09000025,E09000008,88000,15300,153000,18300,190,0.0,20962.639162224343
800,Newham,00BB,Ealing,00AJ,431,0,193,48,30,0,121,8,4,0,24,3,E09000025,E09000009,88000,15300,141000,17500,431,0.0,25580.019882364002
801,Newham,00BB,Enfield,00AK,584,0,67,56,82,3,330,23,0,4,16,3,E09000025,E09000010,88000,15300,128000,17500,584,0.0,16291.322068991862
802,Newham,00BB,Greenwich,00AL,735,0,139,54,109,0,308,13,7,22,83,0,E09000025,E09000011,88000,15300,91000,18600,735,0.0,5968.089595827613
803,Newham,00BB,Hackney,00AM,2397,0,562,379,334,6,957,54,29,44,25,7,E09000025,E09000012,88000,15300,72000,17700,2397,0.0,7544.742652096202
804,Newham,00BB,Hammersmith and Fulham,00AN,741,0,468,66,49,0,122,8,8,7,7,6,E09000025,E09000013,88000,15300,83000,21000,741,0.0,18278.440998429334
805,Newham,00BB,Haringey,00AP,675,0,141,108,69,3,321,10,11,5,7,0,E09000025,E09000014,88000,15300,90000,19100,675,0.0,12288.123804916255
806,Newham,00BB,Harrow,00AQ,57,0,32,3,0,0,19,3,0,0,0,0,E09000025,E09000015,88000,15300,100000,19300,57,0.0,27421.690018922855
807,Newham,00BB,Havering,00AR,934,0,103,186,118,3,480,32,4,5,3,0,E09000025,E09000016,88000,15300,114000,17400,934,0.0,13310.135542846361
808,Newham,00BB,Hillingdon,00AS,207,0,55,31,13,5,88,8,4,0,0,3,E09000025,E09000017,88000,15300,113000,17600,207,0.0,33562.50229849876
809,Newham,00BB,Hounslow,00AT,283,0,134,55,11,0,69,3,5,0,3,3,E09000025,E09000018,88000,15300,101000,16500,283,0.0,28773.079020518686
810,Newham,00BB,Islington,00AU,2709,0,1302,564,141,6,571,38,38,29,17,3,E09000025,E09000019,88000,15300,82000,18700,2709,0.0,10530.420499646878
811,Newham,00BB,Kensington and Chelsea,00AW,1497,0,996,174,71,0,183,11,26,5,25,6,E09000025,E09000020,88000,15300,75000,25900,1497,0.0,16200.971770571774
812,Newham,00BB,Kingston upon Thames,00AX,86,0,42,21,6,0,11,6,0,0,0,0,E09000025,E09000021,88000,15300,77000,19500,86,0.0,27340.037259985962
813,Newham,00BB,Lambeth,00AY,1154,0,628,149,60,0,258,14,20,12,13,0,E09000025,E09000022,88000,15300,119000,18200,1154,0.0,13534.948404370165
814,Newham,00BB,Lewisham,00AZ,386,0,129,49,36,0,135,17,0,3,14,3,E09000025,E09000023,88000,15300,113000,18000,386,0.0,9622.939243670586
815,Newham,00BB,Merton,00BA,139,0,73,17,9,0,40,0,0,0,0,0,E09000025,E09000024,88000,15300,96000,18500,139,0.0,20864.434785493868
816,Newham,00BB,Newham,00BB,31322,7053,2481,1194,4874,296,8229,764,139,594,5528,170,E09000025,E09000025,88000,15300,88000,15300,0,1e-10,0.0
817,Newham,00BB,Redbridge,00BC,2969,0,317,284,858,20,1203,95,21,42,126,3,E09000025,E09000026,88000,15300,118000,17200,2969,0.0,7057.192344177568
818,Newham,00BB,Richmond upon Thames,00BD,126,0,47,39,9,0,22,9,0,0,0,0,E09000025,E09000027,88000,15300,94000,23400,126,0.0,26042.67213595458
819,Newham,00BB,Southwark,00BE,2089,0,1151,221,113,0,508,32,30,21,10,3,E09000025,E09000028,88000,15300,97000,16900,2089,0.0,9713.467563439408
820,Newham,00BB,Sutton,00BF,56,0,20,11,3,0,22,0,0,0,0,0,E09000025,E09000029,88000,15300,98000,17600,56,0.0,23657.703930197255
821,Newham,00BB,Tower Hamlets,00BG,9120,0,3473,861,1126,28,2979,285,94,145,114,15,E09000025,E09000030,88000,15300,76000,19100,9120,0.0,5161.805378945985
822,Newham,00BB,Waltham Forest,00BH,2161,0,220,135,587,9,1013,64,20,46,60,7,E09000025,E09000031,88000,15300,99000,16600,2161,0.0,8239.449495969451
823,Newham,00BB,Wandsworth,00BJ,534,0,218,59,37,3,176,19,6,5,11,0,E09000025,E09000032,88000,15300,143000,21700,534,0.0,17631.318835661776
824,Newham,00BB,Westminster,00BK,8565,0,6204,941,385,18,748,57,105,55,30,22,E09000025,E09000033,88000,15300,95000,21900,8565,0.0,13822.569095255958
825,Redbridge,00BC,City of London,00AA,8205,0,4932,2523,67,7,471,46,110,30,13,6,E09000026,E09000001,118000,17200,12000,38300,8205,0.0,14108.739239444621
826,Redbridge,00BC,Barking and Dagenham,00AB,4664,0,125,92,739,23,3018,289,55,77,234,12,E09000026,E09000002,118000,17200,56000,16200,4664,0.0,6107.86671186251
827,Redbridge,00BC,Barnet,00AC,567,0,82,37,20,3,400,14,7,0,0,4,E09000026,E09000003,118000,17200,159000,18700,567,0.0,20090.981444828885
828,Redbridge,00BC,Bexley,00AD,141,0,9,0,0,0,116,7,6,0,3,0,E09000026,E09000004,118000,17200,112000,18300,141,0.0,14628.632150523788
829,Redbridge,00BC,Brent,00AE,386,0,96,39,21,0,212,12,3,3,0,0,E09000026,E09000005,118000,17200,127000,16500,386,0.0,24013.683767320003
830,Redbridge,00BC,Bromley,00AF,132,0,13,16,6,0,86,7,4,0,0,0,E09000026,E09000006,118000,17200,164000,19100,132,0.0,23829.89241547416
831,Redbridge,00BC,Camden,00AG,3790,0,2403,678,60,3,517,38,64,17,4,6,E09000026,E09000007,118000,17200,101000,19800,3790,0.0,16752.65485272647
832,Redbridge,00BC,Croydon,00AH,173,0,35,53,3,0,74,3,5,0,0,0,E09000026,E09000008,118000,17200,153000,18300,173,0.0,28015.28986614312
833,Redbridge,00BC,Ealing,00AJ,343,0,126,35,3,0,168,3,8,0,0,0,E09000026,E09000009,118000,17200,141000,17500,343,0.0,29078.426661492835
834,Redbridge,00BC,Enfield,00AK,1187,0,58,28,57,3,961,35,31,8,6,0,E09000026,E09000010,118000,17200,128000,17500,1187,0.0,13433.112836191025
835,Redbridge,00BC,Greenwich,00AL,330,0,44,23,11,0,234,5,6,4,3,0,E09000026,E09000011,118000,17200,91000,18600,330,0.0,12453.6616409755
836,Redbridge,00BC,Hackney,00AM,2338,0,557,323,87,18,1172,101,46,23,6,5,E09000026,E09000012,118000,17200,72000,17700,2338,0.0,10339.028836583337
837,Redbridge,00BC,Hammersmith and Fulham,00AN,581,0,368,67,6,0,126,4,7,0,3,0,E09000026,E09000013,118000,17200,83000,21000,581,0.0,22915.860010202352
838,Redbridge,00BC,Haringey,00AP,906,0,59,74,95,3,618,32,16,3,6,0,E09000026,E09000014,118000,17200,90000,19100,906,0.0,12715.567134260675
839,Redbridge,00BC,Harrow,00AQ,110,0,31,11,0,0,68,0,0,0,0,0,E09000026,E09000015,118000,17200,100000,19300,110,0.0,28934.718632393487
840,Redbridge,00BC,Havering,00AR,3004,0,131,216,471,0,1927,164,37,32,9,17,E09000026,E09000016,118000,17200,114000,17400,3004,0.0,10330.656203160366
841,Redbridge,00BC,Hillingdon,00AS,212,0,43,18,6,0,139,3,0,3,0,0,E09000026,E09000017,118000,17200,113000,17600,212,0.0,36491.0812410393
842,Redbridge,00BC,Hounslow,00AT,231,0,71,46,3,0,101,7,3,0,0,0,E09000026,E09000018,118000,17200,101000,16500,231,0.0,33325.41726995931
843,Redbridge,00BC,Islington,00AU,3104,0,1364,775,39,21,780,51,56,15,3,0,E09000026,E09000019,118000,17200,82000,18700,3104,0.0,13549.206893789456
844,Redbridge,00BC,Kensington and Chelsea,00AW,746,0,520,98,12,0,89,9,12,3,0,3,E09000026,E09000020,118000,17200,75000,25900,746,0.0,20833.33670036575
845,Redbridge,00BC,Kingston upon Thames,00AX,46,0,16,10,0,0,20,0,0,0,0,0,E09000026,E09000021,118000,17200,77000,19500,46,0.0,33447.73811711756
846,Redbridge,00BC,Lambeth,00AY,853,0,420,119,22,3,247,16,18,3,0,5,E09000026,E09000022,118000,17200,119000,18200,853,0.0,19916.222901974215
847,Redbridge,00BC,Lewisham,00AZ,188,0,49,16,0,0,105,9,0,6,0,3,E09000026,E09000023,118000,17200,113000,18000,188,0.0,16675.979173667372
848,Redbridge,00BC,Merton,00BA,100,0,44,13,3,0,40,0,0,0,0,0,E09000026,E09000024,118000,17200,96000,18500,100,0.0,27233.120695516187
849,Redbridge,00BC,Newham,00BB,6031,0,600,500,648,3,3804,267,54,92,46,17,E09000026,E09000025,118000,17200,88000,15300,6031,0.0,7057.192344177568
850,Redbridge,00BC,Redbridge,00BC,37633,8967,1786,889,3181,1256,14125,1315,194,433,5287,200,E09000026,E09000026,118000,17200,118000,17200,0,1e-10,0.0
851,Redbridge,00BC,Richmond upon Thames,00BD,88,0,28,19,6,0,29,0,3,0,0,3,E09000026,E09000027,118000,17200,94000,23400,88,0.0,31286.61953136924
852,Redbridge,00BC,Southwark,00BE,1760,0,955,279,20,6,418,31,30,13,8,0,E09000026,E09000028,118000,17200,97000,16900,1760,0.0,16181.966566635243
853,Redbridge,00BC,Sutton,00BF,48,0,16,5,3,0,18,3,3,0,0,0,E09000026,E09000029,118000,17200,98000,17600,48,0.0,30471.23908461017
854,Redbridge,00BC,Tower Hamlets,00BG,6916,0,2624,1045,165,32,2647,187,140,43,24,9,E09000026,E09000030,118000,17200,76000,19100,6916,0.0,10920.086529874192
855,Redbridge,00BC,Waltham Forest,00BH,5441,0,344,153,548,22,3762,240,52,90,227,3,E09000026,E09000031,118000,17200,99000,16600,5441,0.0,6203.450916055431
856,Redbridge,00BC,Wandsworth,00BJ,262,0,106,30,3,0,116,3,4,0,0,0,E09000026,E09000032,118000,17200,143000,21700,262,0.0,23493.011201894486
857,Redbridge,00BC,Westminster,00BK,8122,0,5923,1184,104,18,654,42,128,34,20,15,E09000026,E09000033,118000,17200,95000,21900,8122,0.0,18253.05475336055
858,Richmond upon Thames,00BD,City of London,00AA,4831,0,1099,3223,18,10,280,20,98,64,6,13,E09000027,E09000001,94000,23400,12000,38300,4831,0.0,17232.01518561157
859,Richmond upon Thames,00BD,Barking and Dagenham,00AB,15,0,3,3,0,0,6,0,3,0,0,0,E09000027,E09000002,94000,23400,56000,16200,15,0.0,32923.10780782579
860,Richmond upon Thames,00BD,Barnet,00AC,173,0,21,30,6,0,110,0,3,0,3,0,E09000027,E09000003,94000,23400,159000,18700,173,0.0,20541.400264926287
861,Richmond upon Thames,00BD,Bexley,00AD,12,0,0,3,0,0,9,0,0,0,0,0,E09000027,E09000004,94000,23400,112000,18300,12,0.0,31668.87175401051
862,Richmond upon Thames,00BD,Brent,00AE,342,0,34,51,6,0,228,9,14,0,0,0,E09000027,E09000005,94000,23400,127000,16500,342,0.0,13248.606178913935
863,Richmond upon Thames,00BD,Bromley,00AF,64,0,6,17,0,0,38,0,3,0,0,0,E09000027,E09000006,94000,23400,164000,19100,64,0.0,26512.725244280588
864,Richmond upon Thames,00BD,Camden,00AG,2504,0,501,1513,26,0,308,22,80,42,6,6,E09000027,E09000007,94000,23400,101000,19800,2504,0.0,15770.308712817889
865,Richmond upon Thames,00BD,Croydon,00AH,323,0,21,141,10,0,139,6,6,0,0,0,E09000027,E09000008,94000,23400,153000,18300,323,0.0,18442.888784549064
866,Richmond upon Thames,00BD,Ealing,00AJ,1469,0,128,62,104,0,1045,33,33,48,16,0,E09000027,E09000009,94000,23400,141000,17500,1469,0.0,8963.02231465577
867,Richmond upon Thames,00BD,Enfield,00AK,41,0,3,3,0,0,32,0,3,0,0,0,E09000027,E09000010,94000,23400,128000,17500,41,0.0,27935.55356470785
868,Richmond upon Thames,00BD,Greenwich,00AL,64,0,6,31,0,0,20,0,4,0,0,3,E09000027,E09000011,94000,23400,91000,18600,64,0.0,25809.112618543342
869,Richmond upon Thames,00BD,Hackney,00AM,276,0,47,177,0,0,39,0,10,0,3,0,E09000027,E09000012,94000,23400,72000,17700,276,0.0,21153.268817244993
870,Richmond upon Thames,00BD,Hammersmith and Fulham,00AN,3181,0,608,274,508,7,1267,67,103,201,143,3,E09000027,E09000013,94000,23400,83000,21000,3181,0.0,8618.962694161088
871,Richmond upon Thames,00BD,Haringey,00AP,53,0,12,17,0,0,21,3,0,0,0,0,E09000027,E09000014,94000,23400,90000,19100,53,0.0,21723.58714322345
872,Richmond upon Thames,00BD,Harrow,00AQ,167,0,21,16,6,0,110,0,5,3,3,3,E09000027,E09000015,94000,23400,100000,19300,167,0.0,17355.10308092247
873,Richmond upon Thames,00BD,Havering,00AR,20,0,0,4,0,0,13,3,0,0,0,0,E09000027,E09000016,94000,23400,114000,17400,20,0.0,39338.76771609939
874,Richmond upon Thames,00BD,Hillingdon,00AS,3365,0,91,58,267,3,2751,54,100,34,4,3,E09000027,E09000017,94000,23400,113000,17600,3365,0.0,14362.007988629999
875,Richmond upon Thames,00BD,Hounslow,00AT,6873,0,172,312,874,10,4573,236,107,379,198,12,E09000027,E09000018,94000,23400,101000,16500,6873,0.0,4709.588058330383
876,Richmond upon Thames,00BD,Islington,00AU,1002,0,251,563,4,4,118,6,43,13,0,0,E09000027,E09000019,94000,23400,82000,18700,1002,0.0,18311.81325325202
877,Richmond upon Thames,00BD,Kensington and Chelsea,00AW,1745,0,670,186,134,7,506,30,83,99,25,5,E09000027,E09000020,94000,23400,75000,25900,1745,0.0,10581.58196379477
878,Richmond upon Thames,00BD,Kingston upon Thames,00AX,3549,0,31,332,891,3,1627,123,53,242,244,3,E09000027,E09000021,94000,23400,77000,19500,3549,0.0,6353.175269373866
879,Richmond upon Thames,00BD,Lambeth,00AY,1216,0,64,834,15,3,233,12,29,12,11,3,E09000027,E09000022,94000,23400,119000,18200,1216,0.0,13544.952776595757
880,Richmond upon Thames,00BD,Lewisham,00AZ,84,0,3,32,4,0,36,3,3,0,3,0,E09000027,E09000023,94000,23400,113000,18000,84,0.0,20312.760764675448
881,Richmond upon Thames,00BD,Merton,00BA,840,0,21,177,40,0,494,22,20,33,30,3,E09000027,E09000024,94000,23400,96000,18500,840,0.0,8797.783932674647
882,Richmond upon Thames,00BD,Newham,00BB,65,0,11,26,3,0,19,0,3,3,0,0,E09000027,E09000025,94000,23400,88000,15300,65,0.0,26042.67213595458
883,Richmond upon Thames,00BD,Redbridge,00BC,12,0,3,0,3,0,6,0,0,0,0,0,E09000027,E09000026,94000,23400,118000,17200,12,0.0,31286.61953136924
884,Richmond upon Thames,00BD,Richmond upon Thames,00BD,33926,9852,629,1485,2810,133,10062,721,279,1831,5892,232,E09000027,E09000027,94000,23400,94000,23400,0,1e-10,0.0
885,Richmond upon Thames,00BD,Southwark,00BE,1213,0,109,889,15,4,142,7,23,18,3,3,E09000027,E09000028,94000,23400,97000,16900,1213,0.0,16927.26409819214
886,Richmond upon Thames,00BD,Sutton,00BF,260,0,8,25,10,0,199,5,4,6,3,0,E09000027,E09000029,94000,23400,98000,17600,260,0.0,12979.268796772034
887,Richmond upon Thames,00BD,Tower Hamlets,00BG,1197,0,341,650,0,0,159,4,33,10,0,0,E09000027,E09000030,94000,23400,76000,19100,1197,0.0,20929.523753799065
888,Richmond upon Thames,00BD,Waltham Forest,00BH,46,0,12,9,3,0,16,0,3,0,3,0,E09000027,E09000031,94000,23400,99000,16600,46,0.0,26755.92148935466
889,Richmond upon Thames,00BD,Wandsworth,00BJ,1991,0,46,519,136,6,1004,26,40,121,90,3,E09000027,E09000032,94000,23400,143000,21700,1991,0.0,8830.462639312911
890,Richmond upon Thames,00BD,Westminster,00BK,8336,0,2315,4151,146,12,1118,85,257,197,29,26,E09000027,E09000033,94000,23400,95000,21900,8336,0.0,13160.243643224609
891,Southwark,00BE,City of London,00AA,9041,0,2179,2022,1971,90,505,95,162,376,1533,108,E09000028,E09000001,97000,16900,12000,38300,9041,0.0,4648.891440607012
892,Southwark,00BE,Barking and Dagenham,00AB,108,0,22,13,0,0,67,3,3,0,0,0,E09000028,E09000002,97000,16900,56000,16200,108,0.0,16342.904635073259
893,Southwark,00BE,Barnet,00AC,319,0,133,36,58,0,76,3,7,0,6,0,E09000028,E09000003,97000,16900,159000,18700,319,0.0,18377.052198607445
894,Southwark,00BE,Bexley,00AD,281,0,12,46,26,0,176,9,3,0,9,0,E09000028,E09000004,97000,16900,112000,18300,281,0.0,15109.341550313251
895,Southwark,00BE,Brent,00AE,428,0,169,33,55,0,151,8,3,0,6,3,E09000028,E09000005,97000,16900,127000,16500,428,0.0,16395.86959928804
896,Southwark,00BE,Bromley,00AF,933,0,42,145,200,6,476,23,10,19,9,3,E09000028,E09000006,97000,16900,164000,19100,933,0.0,14341.057889600466
897,Southwark,00BE,Camden,00AG,6003,0,2005,893,1727,24,645,49,127,350,164,19,E09000028,E09000007,97000,16900,101000,19800,6003,0.0,9895.596198452387
898,Southwark,00BE,Croydon,00AH,1213,0,58,324,238,8,497,16,20,17,29,6,E09000028,E09000008,97000,16900,153000,18300,1213,0.0,13259.239197912984
899,Southwark,00BE,Ealing,00AJ,536,0,215,41,52,3,178,7,17,10,10,3,E09000028,E09000009,97000,16900,141000,17500,536,0.0,18631.02482315879
900,Southwark,00BE,Enfield,00AK,135,0,33,32,12,0,52,0,3,3,0,0,E09000028,E09000010,97000,16900,128000,17500,135,0.0,19684.913397535438
901,Southwark,00BE,Greenwich,00AL,1138,0,70,74,326,0,540,41,19,43,22,3,E09000028,E09000011,97000,16900,91000,18600,1138,0.0,9003.333867066402
902,Southwark,00BE,Hackney,00AM,1401,0,343,191,344,10,311,8,46,68,74,6,E09000028,E09000012,97000,16900,72000,17700,1401,0.0,8712.80979257378
903,Southwark,00BE,Hammersmith and Fulham,00AN,1682,0,794,213,169,3,374,16,38,55,17,3,E09000028,E09000013,97000,16900,83000,21000,1682,0.0,10449.04927881996
904,Southwark,00BE,Haringey,00AP,271,0,98,24,31,0,102,0,6,3,7,0,E09000028,E09000014,97000,16900,90000,19100,271,0.0,13126.592216487139
905,Southwark,00BE,Harrow,00AQ,123,0,62,14,19,0,22,3,3,0,0,0,E09000028,E09000015,97000,16900,100000,19300,123,0.0,23072.955933885256
906,Southwark,00BE,Havering,00AR,74,0,13,13,3,0,39,3,0,3,0,0,E09000028,E09000016,97000,16900,114000,17400,74,0.0,22704.04952026376
907,Southwark,00BE,Hillingdon,00AS,312,0,73,37,23,0,171,8,0,0,0,0,E09000028,E09000017,97000,16900,113000,17600,312,0.0,26858.043929562613
908,Southwark,00BE,Hounslow,00AT,466,0,134,110,49,3,137,7,17,6,3,0,E09000028,E09000018,97000,16900,101000,16500,466,0.0,20303.224129099697
909,Southwark,00BE,Islington,00AU,3203,0,1116,534,631,26,402,34,93,207,149,11,E09000028,E09000019,97000,16900,82000,18700,3203,0.0,8633.726639823008
910,Southwark,00BE,Kensington and Chelsea,00AW,2552,0,1072,427,458,3,365,19,62,124,22,0,E09000028,E09000020,97000,16900,75000,25900,2552,0.0,8737.140167712329
911,Southwark,00BE,Kingston upon Thames,00AX,273,0,25,130,22,0,78,9,6,0,3,0,E09000028,E09000021,97000,16900,77000,19500,273,0.0,17643.713029939037
912,Southwark,00BE,Lambeth,00AY,8500,0,713,555,3077,37,2305,182,104,396,1101,30,E09000028,E09000022,97000,16900,119000,18200,8500,0.0,3821.698308480076
913,Southwark,00BE,Lewisham,00AZ,3163,0,135,172,1024,3,1403,81,50,87,199,9,E09000028,E09000023,97000,16900,113000,18000,3163,0.0,4721.78902458067
914,Southwark,00BE,Merton,00BA,566,0,116,135,67,0,213,14,11,7,3,0,E09000028,E09000024,97000,16900,96000,18500,566,0.0,11156.640236855594
915,Southwark,00BE,Newham,00BB,580,0,154,50,64,3,269,13,10,7,7,3,E09000028,E09000025,97000,16900,88000,15300,580,0.0,9713.467563439408
916,Southwark,00BE,Redbridge,00BC,161,0,36,21,22,0,70,3,3,6,0,0,E09000028,E09000026,97000,16900,118000,17200,161,0.0,16181.966566635243
917,Southwark,00BE,Richmond upon Thames,00BD,313,0,35,162,25,0,76,3,6,3,3,0,E09000028,E09000027,97000,16900,94000,23400,313,0.0,16927.26409819214
918,Southwark,00BE,Southwark,00BE,36537,8313,2422,1795,6208,371,7373,638,366,1133,7658,260,E09000028,E09000028,97000,16900,97000,16900,0,1e-10,0.0
919,Southwark,00BE,Sutton,00BF,261,0,15,75,35,0,124,0,6,3,3,0,E09000028,E09000029,97000,16900,98000,17600,261,0.0,14403.187020742886
920,Southwark,00BE,Tower Hamlets,00BG,4243,0,1738,445,550,29,829,33,72,167,273,107,E09000028,E09000030,97000,16900,76000,19100,4243,0.0,5367.231111269167
921,Southwark,00BE,Waltham Forest,00BH,251,0,71,36,37,0,81,3,5,6,12,0,E09000028,E09000031,97000,16900,99000,16600,251,0.0,13990.617797686173
922,Southwark,00BE,Wandsworth,00BJ,2545,0,338,362,565,8,1025,55,48,95,46,3,E09000028,E09000032,97000,16900,143000,21700,2545,0.0,8175.628074162692
923,Southwark,00BE,Westminster,00BK,16500,0,5376,2677,5324,63,1254,146,286,702,617,55,E09000028,E09000033,97000,16900,95000,21900,16500,0.0,7417.933580310345
924,Sutton,00BF,City of London,00AA,2560,0,295,1969,23,8,173,15,57,11,6,3,E09000029,E09000001,98000,17600,12000,38300,2560,0.0,17948.655753514984
925,Sutton,00BF,Barking and Dagenham,00AB,33,0,3,4,0,0,23,0,3,0,0,0,E09000029,E09000002,98000,17600,56000,16200,33,0.0,29592.76023253524
926,Sutton,00BF,Barnet,00AC,81,0,17,18,3,0,37,0,0,3,0,3,E09000029,E09000003,98000,17600,159000,18700,81,0.0,28336.808518851205
927,Sutton,00BF,Bexley,00AD,68,0,0,6,0,0,59,0,3,0,0,0,E09000029,E09000004,98000,17600,112000,18300,68,0.0,24820.43517445534
928,Sutton,00BF,Brent,00AE,138,0,16,36,3,0,69,9,5,0,0,0,E09000029,E09000005,98000,17600,127000,16500,138,0.0,22736.382632990466
929,Sutton,00BF,Bromley,00AF,514,0,13,28,36,0,411,13,10,3,0,0,E09000029,E09000006,98000,17600,164000,19100,514,0.0,15991.324050150275
930,Sutton,00BF,Camden,00AG,1450,0,262,970,10,6,141,11,35,9,3,3,E09000029,E09000007,98000,17600,101000,19800,1450,0.0,20549.71524289188
931,Sutton,00BF,Croydon,00AH,7602,0,181,1036,1137,11,4206,356,137,265,262,11,E09000029,E09000008,98000,17600,153000,18300,7602,0.0,6341.127245387056
932,Sutton,00BF,Ealing,00AJ,309,0,30,42,16,0,190,10,18,3,0,0,E09000029,E09000009,98000,17600,141000,17500,309,0.0,20786.77312563631
933,Sutton,00BF,Enfield,00AK,45,0,12,9,0,0,21,3,0,0,0,0,E09000029,E09000010,98000,17600,128000,17500,45,0.0,32743.624350228256
934,Sutton,00BF,Greenwich,00AL,101,0,3,31,3,0,57,0,7,0,0,0,E09000029,E09000011,98000,17600,91000,18600,101,0.0,20471.17190070625
935,Sutton,00BF,Hackney,00AM,230,0,49,106,13,0,46,6,10,0,0,0,E09000029,E09000012,98000,17600,72000,17700,230,0.0,22596.320901660187
936,Sutton,00BF,Hammersmith and Fulham,00AN,851,0,116,251,31,0,363,25,49,10,6,0,E09000029,E09000013,98000,17600,83000,21000,851,0.0,15087.529068288432
937,Sutton,00BF,Haringey,00AP,51,0,16,12,0,0,20,0,3,0,0,0,E09000029,E09000014,98000,17600,90000,19100,51,0.0,25857.198270711364
938,Sutton,00BF,Harrow,00AQ,50,0,12,7,0,0,28,0,3,0,0,0,E09000029,E09000015,98000,17600,100000,19300,50,0.0,28571.092425703715
939,Sutton,00BF,Havering,00AR,23,0,0,3,0,0,20,0,0,0,0,0,E09000029,E09000016,98000,17600,114000,17400,23,0.0,35565.48996262757
940,Sutton,00BF,Hillingdon,00AS,385,0,6,10,14,0,346,0,6,0,3,0,E09000029,E09000017,98000,17600,113000,17600,385,0.0,27300.72998815835
941,Sutton,00BF,Hounslow,00AT,541,0,14,92,11,0,390,11,17,3,0,3,E09000029,E09000018,98000,17600,101000,16500,541,0.0,17668.678974718518
